,titolo,durata,views,n_comments,n_like,genere,subscribers,publ,max_quality,timedelta,score,class
42,ZONED IN | Halo Zone Community Montage | 10k Subs Thank You,318,3685,53,76, Gaming,23400,2014-06-01,5,0.5112645946390396,0.3925135789625705,1
43,[HD/HQ Music Video] Rainbow - Gossip Girl,192,23672,15,74, Music,6760,2009-11-15,5,0.2384476237460944,0.2097950252315043,1
44,Roachee Trim Stutta - Sick Things [Music Video] @itspressplayent,160,34483,43,313, Music,1460000000,2012-09-17,6,0.4089787863838184,0.4050482278595389,2
45,SARA as INDIAN GIRL  hair & make up tutorial,485,7853,0,27, Howto & Style,617,2013-11-10,5,0.4778819273145864,0.359430170182518,1
46,Tari Jaipongan Siuh.MP4,404,4738,0,5, Entertainment,31000,2011-04-30,3,0.3257687880282848,0.2042742787778969,1
47,HobbyKing Skunkwerks Series - HobbyKing MX2 Turning Trix,151,8749,10,27, Science & Technology,154000,2012-03-28,6,0.3805295181713534,0.2887218956770339,1
48,turkish airlines landing adana sakirpasa airport,422,2144,1,6, Travel & Events,67,2010-01-16,4,0.2486433152442032,0.1462048264059327,0
49,Podcast 6 - CBT's Review and Russians Concerns,472,2448,17,61, Gaming,16500,2014-12-06,6,0.5421805624074988,0.3955116034518882,1
50,Talgo Corporate Video (English Version),487,5410,1,15, Autos & Vehicles,170,2008-12-02,3,0.1812201940470317,0.1259721340712223,0
51,"Label No Genre ft. B.o.B x Lin-Z x London Jae ""FLEEK""",201,7775,8,122, People & Blogs,154,2014-12-11,6,0.5430027955928302,0.4572156415471209,2
52,The West Real Estate on Gemmill Homes - The Coronado,172,2935,0,5, Howto & Style,0,2012-05-15,3,0.3884229567505344,0.2321909024298157,1
53,RADEON 7770: Grand Theft Auto V (1080p60FPS!),179,6398,40,81, Gaming,3760,2015-04-26,6,0.5653675382338431,0.4552931095588471,2
54,Guild Wars - New Years Bashtastic 2005,234,2527,3,25, Entertainment,24,2006-11-24,4,0.0596941292550567,0.0404898083098215,0
55,world of warcraft,207,4778,2,2, Music,0,2007-02-13,4,0.0730143068574247,0.0427268813118572,0
56,Epson 20 PVC Card Inkjet Printer,228,24017,0,0, Science & Technology,7070,2014-07-15,3,0.5185002466699556,0.3197761767728032,1
57,Crossfire AK-47 [GAMEPLAY],158,1204,5,4, Gaming,18,2010-12-03,3,0.3014306857424765,0.1604146869937327,0
58,ガンダムシリーズ ワールドコレクタブルフィギュアvol 2 Gundam series World Collectable figure,297,4456,0,14, Film & Animation,711000,2015-03-30,6,0.5609274790330537,0.38105343987703,1
59,vermine  7 ON PSP GO,150,1029,0,1, Comedy,0,2010-02-08,4,0.2524255878967275,0.1177709778286645,0
60,DM'Boys - Dança do verão (Mr.Vee remix),218,10089,1,114, Music,4030,2013-10-09,5,0.4726196349284657,0.4035366051557458,2
61,Gioconda (drum solo) Daniele Trambusti con Louisiana live,469,1455,1,4, Music,149,2010-09-22,3,0.289590527873705,0.157463970147242,0
62,Cursos de robótica de Juguetrónica,152,8976,7,30, Gaming,11600,2014-05-12,6,0.5079756618977141,0.389376864464925,1
63,Matthias Egersdoerfer - über Parteien und wie man wählen geht,288,104474,13,215, Comedy,1170,2009-09-06,4,0.2269363591514553,0.2349448776403064,1
64,Rae vs Liss Funk Locking Final Part 1 @ Express Your Style 2009,228,5571,8,12, Travel & Events,65,2009-05-24,4,0.2096694622594967,0.143462099572727,0
65,400 sf Women - Finswimming World Championship 2011,407,1648,0,4, Sports,207,2011-08-12,3,0.3428712382831771,0.1890447776692939,0
66,[11/17] - Mussel Shell - Applying Colored Pencils Over Artist Crayons,467,1925,2,3, People & Blogs,3310,2011-04-10,6,0.3224798552869594,0.1764636387850789,0
67,Fotos 2011 - Danke an alle Modelle die mitgearbeitet haben.,128,2097,0,6, Entertainment,49000,2011-11-03,5,0.3565203091596777,0.2091546484442541,1
68,La Laguna di Venezia dall'Elicottero,181,15656,0,67, Travel & Events,42,2013-02-15,4,0.4338102285808255,0.3681174885366318,1
69,Nilpoi - Aun No Es Tiempo Ft. World P & Guido G (Video Maqueta),300,4498,25,42, Music,91,2013-02-22,6,0.4349613550402894,0.3237394677722905,1
70,Bon Jovi - You Give Love a Bad Name (live - en vivo),223,1049,0,1, Music,101,2010-10-04,5,0.2915638875185002,0.1363740787264392,0
71,Ground Zero GZNW 12 + Orion HCCA-D5000,179,43225,14,24, Autos & Vehicles,0,2008-06-19,3,0.1539220522940305,0.1307534883319031,0
72,真三國無雙6-戰史破關動畫2,163,1490,0,1, Gaming,220,2011-05-11,4,0.3275777010360138,0.1602423859780616,0
73,Mi Pece-Estanque de 390L,434,24172,3,25, Pets & Animals,17,2008-08-19,4,0.1639532971550731,0.1338415415478203,0
74,грей-мен,205,13168,10,60, Film & Animation,57,2009-02-07,3,0.1922381187304719,0.15981611862535,0
75,Protesto Juve Leo e DUXXI Sporting x Penafiel ( Bwin Cup  Época 10/11),272,1902,0,4, People & Blogs,1240,2011-01-26,3,0.3103108041440552,0.1738105381228755,0
76,Machine head Davidian live Nulle part ailleurs french tv show,383,201449,293,2345, Music,1220,2013-03-22,4,0.439565860878145,0.5368314758265872,2
77,Goku and Bulma At the Beginning,216,11223,14,45, Music,2400,2012-08-18,4,0.4040453872718303,0.3249802690395077,1
78,Gears of War 2 Blindfire Mortar Montage BFMM™,243,1277,8,14, Gaming,656,2010-09-17,6,0.2887682946883736,0.1741121444831805,0
79,Percussion Jamming - Timbalero from 1952,353,1131,2,3, Music,147,2008-05-24,4,0.1496464397303075,0.0770249208377056,0
80,Downhill Lonzenburg Der Film,132,2217,0,8, Sports,12,2007-12-22,0,0.1243216576221016,0.0752671821865513,0
81,Permata - Alyah feat Ben at Bintang Mencari Bintang [LIVE TV3],135,47899,15,123, Music,1230,2013-05-27,3,0.450419338924519,0.4295527025352372,2
82,SABBIADORO...ESPLODI !!!!!,183,1845,0,4, Music,0,2013-09-14,6,0.4685084690018089,0.2615486790668395,1
83,chess game #1  Rodzinski-Aljechin  Paris 1913,129,1201,1,2, Howto & Style,1060,2009-01-17,3,0.1887847393520802,0.09454176192765,0
84,ドラクエ9　ラプソーンLv100　最短3ターン討伐,350,30525,5,5, Gaming,96,2010-04-04,4,0.2614701529353724,0.1937360913889195,0
85,Steven Farmer: Zumiez Best Foot Forward Personality,134,1479,1,10, Sports,56800,2012-07-15,5,0.398454201611577,0.2362658422593246,1
86,大嘴巴-國王皇后,201,29614,6,169, Music,45000,2012-09-13,6,0.4083209998355533,0.3852772732780781,1
87,Nico Ballerina - Red Kalimaya,195,45872,66,241, Music,0,2007-11-06,4,0.1167571123170531,0.1158129454547652,0
88,PATY BOLOS RIO CLARO,153,8744,0,15, People & Blogs,0,2013-05-07,4,0.4471304061831935,0.3239393025138663,1
89,GINASTICA RITMICA - ENSAIO -OLIMPIA SAO PAULO,273,2350,0,9, Sports,0,2010-06-01,4,0.2710080578852162,0.1667853542911658,0
90,Brandweer wedstrijden Roermond 8-05-2010,276,1192,0,2, News & Politics,0,2010-05-08,4,0.2670613385956257,0.1336192793602292,0
91,The Tricket Team,169,6280,1,41, Travel & Events,48,2012-07-19,6,0.3991119881598421,0.3046255029334255,1
92,Jak zrobić strone internetową w programie Kompozer,499,12801,3,44, People & Blogs,0,2013-03-05,5,0.4367702680480184,0.3542275383342553,1
93,Pond Saga IV,282,1952,1,1, Howto & Style,0,2008-07-05,3,0.1565531984870909,0.0791654526283323,0
94,OVERDRIVE AUTO SHOW ŻNIN 2008 vid.4,338,2830,0,4, Autos & Vehicles,0,2008-09-01,3,0.1660911034369347,0.0970642885434607,0
95,SasBand - Asmara - 2004,213,2514,0,14, Music,173,2012-02-27,4,0.3755961190593652,0.2420118487473003,1
96,26. Weser-Tidenrallye  Nordenham - Bremen,352,2791,0,3, Sports,372,2012-05-23,4,0.3897385298470646,0.2221165959678465,1
97,PS4 Faceplate Unboxing  Setup & Review: The Order 1886,219,6070,27,132, Science & Technology,424000,2014-12-15,6,0.5436605821410952,0.4521399096051985,2
98,Master Princess,127,3594,2,9, Film & Animation,11,2008-07-14,3,0.1580332182206874,0.1013615393925329,0
99,Molerski radovi - www.molerskigipsaniradovi.rs.MPG,276,49312,2,11, People & Blogs,27,2011-03-25,3,0.319848709093899,0.2599270396774474,1
100,Gag Concert 걸인의추억 20030608,213,2438,1,3, Entertainment,4849999872,2012-04-29,3,0.3857918105574741,0.2166788050228731,1
101,(พากษ์ไทย) เกรียนเส้น เดอะ มูฟวี่ Ch.8/12,339,482715,114,2791, Gaming,58100,2015-03-01,5,0.5561585265581319,0.7148591646699316,3
102,Kogama - Quem atropelou o Pudim?,443,107671,203,2411, Gaming,3929999872,2015-02-01,5,0.5515540207202763,0.6534090465197381,3
103,Construct 90 degree angle - Corbettmaths,172,66864,0,302, Education,142000,2013-04-05,3,0.4418681137970728,0.4545485348786952,2
104,emily sandé   next to me   alvind and chipmunks version,213,5350,1,29, People & Blogs,0,2012-04-28,4,0.3856273639204078,0.282621231859594,1
105,2/6 Kaiser rolls hand marking. Professional bread. Joaquín Llarás (True Bread),201,11126,10,111, Science & Technology,12300,2014-10-21,5,0.5346160171024502,0.4588047977753571,2
106,Como instalar una custom room en galaxy Ace,459,10047,30,48, People & Blogs,20000,2012-09-05,4,0.4070054267390232,0.3261789484285275,1
107,Trombetta d'aria a Roccelletta di Borgia,187,3176,1,4, People & Blogs,13,2012-09-02,5,0.4065120868278243,0.2404333040782352,1
108,Paleo Diet ►Paleo Recipes & Diet Plan !,351,45207,36,310, People & Blogs,541,2014-01-04,6,0.4869264923532314,0.4900227821676127,2
109,Gặp mẹ trong mơ guitar (Mai Ngân + Thanh Tuấn) -  Lớp nhạc Giáng Sol,202,3403,0,7, Music,5300,2013-07-11,4,0.4578194375925012,0.2858679331716346,1
110,NAIAS 2010 Launch new Lincoln MKX.MOV,186,1197,2,7, Autos & Vehicles,130,2010-01-12,4,0.2479855286959381,0.1390106150640414,0
111,Kerbal Rock Crawler,211,1765,11,21, Gaming,427,2012-09-29,5,0.4109521460286137,0.265532834526638,1
112,Chinese qigong and taichi,163,5234,1,9, Sports,109,2008-09-09,3,0.1674066765334649,0.1112205109088985,0
113,Criação de codornas Em Casa(Parte 2 ),300,52078,34,660, People & Blogs,5070,2014-10-30,6,0.5360960368360467,0.5688569680172206,2
114,JÍZDA NA JAWĚ 21,156,9356,4,13, Autos & Vehicles,163,2010-04-30,4,0.2657457654990955,0.191458227376634,0
115,muletto tuning,144,12302,4,22, Autos & Vehicles,0,2009-10-26,4,0.2351586910047689,0.1804952927820987,0
116,Bosch TDI903231A - żelazko z generatorem pary,147,93882,0,93, Science & Technology,3980,2015-06-11,6,0.5729320835388916,0.5602603544690659,2
117,Mugen 2010 - The Heaven Iori Yagami VS God Kyo,126,2945,1,9, Gaming,0,2010-07-27,4,0.2802170695609274,0.1763182879556487,0
118,NUNTA DIN BERLIN   SAMY & REBECA PT 5,275,2019,0,3, Music,5290,2014-05-31,4,0.5111001480019733,0.2811673857738039,1
119,WWE Doink Dink Debut,281,823812,305,2307, Entertainment,1300,2009-06-13,3,0.2129583950008222,0.2782074511384158,1
120,Love Me Like You Do ★ PIANO LESSON ★ Ellie Goulding,310,21614,17,207, Music,146000,2015-01-09,6,0.547771748067752,0.5130682153079354,2
121,RT Shorts - A Self-Driving Car from Bing,173,908320,844,22874, Film & Animation,9219999744,2015-05-24,8,0.5699720440716988,0.8279460955275947,3
122,Schoolhouse Rock - Fireworks,184,595120,272,3165, Education,6390,2012-07-04,3,0.396645288603848,0.5179543203869411,2
123,Flatruet - Schwedens höchst gelegene Straße,215,2373,0,3, Travel & Events,0,2010-04-05,4,0.2616345995724387,0.1465141636963752,0
124,Heroes of the Storm como um eSport,202,1469,4,90, Gaming,20100,2014-11-11,6,0.538069396480842,0.3883444353563078,1
125,RPM TV - Episode 252 - Peugeot RCZ 1 6 THP Manual,334,9892,2,44, Autos & Vehicles,26400,2013-12-10,6,0.4828153264265746,0.3839609857133311,1
126,Synthesia - Akagi party - FFX-2 Piano collections,227,2054,2,13, Music,4410,2012-03-13,5,0.3780628186153593,0.2373369648946728,1
127,Shake It Out (Florence and the Machine) - JHU Sirens - Final Concert 2013,269,2094,5,34, Music,6660,2013-06-09,6,0.4525571452063805,0.3099906350091778,1
128,Festival de Dança 2008,185,1323,0,0, Music,14900,2008-12-20,3,0.1841802335142246,0.0809524760669304,0
129,19º Fenajeep - Indoor 2012,439,8229,2,37, Autos & Vehicles,21,2012-06-16,6,0.3936852491366551,0.3045798286184081,1
130,수제가루쿡 [햄버거고기],193,3448,0,19, People & Blogs,1240,2013-11-30,6,0.4811708600559118,0.3277931681359797,1
131,Howw to get iOS 7 Control Center for IOS 6 (LOCKBAR PRO) Cydia Tweak 2013 on August,173,6392,4,19, Entertainment,25500,2013-08-28,4,0.4657128761716823,0.3348353818474482,1
132,Thunder Thursday Pine Ave  Miss Toyota Grand Prix of Long Beach 2014,250,1236,0,8, Sports,23300,2014-04-11,5,0.5028778161486598,0.2864994987821817,1
133,NaruIno Chat Four,354,29169,23,227, Entertainment,1990,2010-01-23,4,0.2497944417036671,0.2399494448795896,1
134,Festival of Colors 2012,124,1190,0,11, Travel & Events,37,2013-03-28,5,0.4405525407005426,0.2577200820971542,1
135,Jackie's 110 gallon reef tank 1-30-2012,457,3160,5,7, Pets & Animals,10,2012-01-30,3,0.3709916132215096,0.2299715665216493,1
136,Angels and Demons - In Theaters 5.15.09,124,367330,27,383, Film & Animation,6390000128,2009-01-29,5,0.1907580989968755,0.2188657604917382,1
137,como fazer rua moderna no minecraft,406,2366,1,42, People & Blogs,42,2014-11-30,5,0.5411938825851011,0.3815558326890563,1
138,久石讓：霍爾的移動城堡(JYSB),490,3828,0,10, Music,51,2011-04-11,4,0.3226443019240256,0.2100663664972659,1
139,Desperado (cover),193,15148,13,44, Music,35,2010-04-25,4,0.2649235323137642,0.217583883165988,1
140,canciones de yugioh,182,58396,14,123, Film & Animation,43,2008-05-20,3,0.1489886531820424,0.1438915276147254,0
141,SasuSaku I wanna stay with you Part 7,346,5076,11,21, People & Blogs,249,2011-06-30,5,0.3358000328893274,0.2386560506465754,1
142,Myanmar New Love Song 2012,245,42146,2,67, Music,578,2011-11-21,5,0.3594803486268705,0.3268092023184163,1
143,Morrissey - First Of The Gang To Die ( Live Letterman),235,398094,0,1007, Music,34,2006-09-13,3,0.0478539713862851,0.0579642588840553,0
144,Johnyboy-Метамфетамир.Концерт в Риге 25.05.2013,289,1477,2,13, Music,31,2013-05-26,5,0.4502548922874527,0.2735834368149911,1
145,Octave tongue blocking p-2 - November 22  2009  06:54 AM,481,4001,1,16, Education,13600,2009-11-22,3,0.2395987502055583,0.1630221148936018,0
146,como hacer gelatinas 1- hacer flores,250,72604,45,1045, People & Blogs,128000,2014-06-17,5,0.5138957408321,0.5701622958955505,2
147,Counter-Strike:Global Offensive Gameplay (GTX550 SLI Gameplay) [Full-HD],347,1898,2,8, Gaming,20,2012-04-20,6,0.3843117908238777,0.2290223789885672,1
148,UFC Fighters and Professional Bull Riders,168,42802,72,257, Sports,1380000000,2012-10-25,6,0.4152277585923368,0.4117367762826955,2
149,How to replace radiator for 1995 Toyota Corolla,439,29011,27,197, Autos & Vehicles,52,2014-05-21,4,0.5094556816313106,0.484813006215122,2
150,How to pair your device with Bluetooth - Range Rover Sport (2013),144,40545,1,118, Autos & Vehicles,109000,2013-12-03,4,0.4816641999671107,0.4532291096773253,2
151,سلسلة وحده بوحده #26: clash of clans,245,21650,94,1365, Gaming,148000,2014-03-29,5,0.5007400098667982,0.5266919543669807,2
152,HOW TO | CREAM BLUSH APPLICATION USING MAC CREMEBLEND OPTIMISTIC ORANGE,274,13078,69,407, Howto & Style,180000,2012-02-29,3,0.3759250123334978,0.3560472238094593,1
153,オスペンギンの食チャレinがむしゃ＠つくば／デカ盛ラーメン前編,429,2553,0,2, Comedy,1760,2013-03-13,3,0.4380858411445485,0.2395777575920876,1
154,160 - Cody Vigoren (LS) vs. Shawn Berg (Arlington) (1-12-12),371,6785,0,3, Sports,158,2012-01-13,6,0.368196020391383,0.2298331310553744,1
155,U2 @ Invesco Field Denver 05-21-2011,266,2426,0,7, Music,0,2011-05-22,5,0.3293866140437428,0.198859665550166,0
156,Chardy Reflects On Garin Win In Vina del Mar,149,2895,4,11, Sports,379000,2013-02-06,3,0.432330208847229,0.2763980370435953,1
157,Medio Maratón Valencia 2013 - Resumen,158,3409,1,21, Sports,82200,2013-10-22,4,0.4747574412103272,0.3258606917614859,1
158,Crepusculo trailer,257,1853,0,9, Comedy,68,2011-11-13,3,0.3581647755303404,0.2152227863542931,1
159,Обзор на Clawdeen Wolf Sweet 1600 Monster High (Клодин Вульф Милые 1600 лет Школа Монстров) W9191,164,117821,101,848, People & Blogs,97000,2013-07-01,5,0.4561749712218385,0.5138052297753557,2
160,Fit Of The Day #139 - Cotton On Pullover + Forever 21 Jacket + H&M Sweatpants / Casual  Simple,151,1669,9,25, Howto & Style,6670,2013-12-14,6,0.4834731129748397,0.315677644163888,1
161,Mabinogi G2: Math Training (Part 2),390,2006,18,4, Entertainment,451,2008-11-06,4,0.1769445814833086,0.0996854506327103,0
162,蜂蜜料理食譜//蜂蜜蛋黃餅乾//蜂大廚教你用龍眼蜂蜜來下廚,181,26169,5,135, Howto & Style,628,2015-01-07,5,0.5474428547936194,0.504938989338955,2
163,My Knives and Lighters Collection pt.2,145,1516,0,168, People & Blogs,398,2011-10-13,5,0.3530669297812859,0.2688645657388218,1
164,زواج صالح صبيح السالمي بالقريات,222,14460,5,60, Music,64,2012-10-31,3,0.4162144384147344,0.3483993881170034,1
165,Wall talks about win over Wake Forest,285,4665,14,11, Sports,403,2010-03-20,5,0.2590034533793784,0.1731400702927621,0
166,【沖縄キャンプ】2015.01.31　コンサドーレ札幌（Consadole Sapporo）⑧,438,1316,2,1, People & Blogs,254,2015-02-02,6,0.5517184673573425,0.2657000377652334,1
167,Hajgöndörítés hő nélkül,174,65275,26,575, Howto & Style,68900,2015-03-27,6,0.5604341391218549,0.5977053079412393,2
168,Viking Life  - Fleek Prod  Metro Boomin In Studio,279,2551,3,41, Comedy,246,2015-04-22,5,0.564709751685578,0.3999210781592878,1
169,klubbedout 2010 cd 1 track 15,214,1952,0,3, Music,43,2010-06-06,3,0.2718302910705476,0.1489791629534143,0
170,BlackWarGreymon and Beelzemon - Headstrong,287,14732,12,87, Music,140,2010-04-20,3,0.2641012991284328,0.2272891311416757,1
171,Cleaning the Bonnechere Speed Oval,206,1265,0,3, Autos & Vehicles,1510,2010-02-24,4,0.2550567340897878,0.1330256702963516,0
172,ปลุกเสกขอช้าง,145,26463,6,92, People & Blogs,73,2012-05-09,5,0.3874362769281368,0.3486167973500447,1
173,Arturo Vidal | Goals  Skills  Assists  Passes  Tackles | Juventus | 2014/2015 (HD),295,126811,48,828, Sports,23900,2015-03-01,5,0.5561585265581319,0.6281098772726726,3
174,"LaCoste Band ""Call The Police"" Zydeco Dance",339,2935,1,12, Music,0,2013-11-20,5,0.4795263936852491,0.3093206471721195,1
175,Pepperdine Tennis Special - Part 1! College TENNIS ROCKS!,351,4449,0,0, Sports,1020,2010-05-06,5,0.2667324453214931,0.1370071822964677,0
176,LAS MEJORES 20 SELECCIONES DE AMERICA,418,38501,290,51, Sports,45,2010-07-29,4,0.28054596283506,0.248895385067463,1
177,golf cart ideas,186,1822,4,4, Autos & Vehicles,670,2011-10-15,4,0.3533958230554185,0.1970151904292928,0
178,DRZ 400 (4 km Show),120,2872,1,5, Travel & Events,0,2008-10-02,4,0.1711889491859891,0.102106030518677,0
179,DİRMİLCİKTEN GİDER YAYLANIN YOLU (ALİ AKKAN)Kepez Bld THM Topluluğu Yurttan Sesler III Konseri,190,2135,0,11, Nonprofits & Activism,3680,2013-12-27,4,0.4856109192567012,0.301423368226023,1
180,Záchrana osob na zamrzlé hladině bez neoprenu,182,1747,0,6, Education,156,2009-06-07,3,0.2119717151784246,0.1219888954885965,0
181,[MLP:FiM] Derp of Evil: The Story,275,3291,4,26, Film & Animation,718,2013-07-25,3,0.460121690511429,0.3205859470242148,1
182,Kingdom Hearts 3D - Anti Black Coat Nightmare Boss,406,109872,23,352, Entertainment,23900,2012-11-23,3,0.4199967110672586,0.4487258735228804,2
183,Attaching the Motorcycle Travel Rack,159,3417,0,0, Autos & Vehicles,0,2008-03-10,3,0.1373129419503371,0.0683155872386967,0
184,This is the life - Amy McDonald performed by Ana Kicin and TUR orchestra (former FA Turopolje),167,15129,2,30, Music,374,2009-07-20,4,0.2190429205722742,0.1748936468769225,0
185,We Are One - Greg Ginn and the Royal We (official video),491,2791,2,16, Music,128,2012-05-11,5,0.3877651702022693,0.2552977212497134,1
186,II Rally Race Comunidad de Madrid 2011 Morcuera 1 manga,290,1902,0,3, Autos & Vehicles,55,2011-11-27,5,0.3604670284492682,0.1969857460920525,0
187,Spotting at St. Maarten Airport - Maho Beach,202,1779,10,34, Entertainment,1430,2012-01-08,5,0.3673737872060516,0.2479820277622431,1
188,فابريجاس في برشلونة,436,1479,0,3, People & Blogs,123,2011-08-17,4,0.3436934714685085,0.1825365368554731,0
189,Nieky 'The Natural' Holzken wereldkampioen Kickboksen?,209,25471,3,28, News & Politics,2370,2011-02-22,4,0.3147508633448446,0.2600524545991826,1
190,5 Formas de Usar Saia Média,187,12637,35,315, People & Blogs,11700,2014-09-23,6,0.5300115112645947,0.4925937284470947,2
