titolo, durata, views, n_comments, n_like, genere, views, FF, paid, publ, max_quality
Dakar 2012 course explanation by David Castera, 184, 35061, 1, 0, Sports, 35061, true, False, 2011-12-17, 4
Giselle Lunkina'98 4, 366, 2036, 2, 11, Music, 2036, true, False, 2007-08-16, 3
River 3-Tigre 2 (24/02/2013) Hinchada+GOL de Iturbe, 170, 5496, 3, 8, People & Blogs, 5496, true, False, 2013-02-25, 5
Polaris Ranger XP900 Front Winch Brush Guard, 138, 7761, 1, 3, Autos & Vehicles, 7761, true, False, 2012-10-26, 3
Mac All Fired Up Retro Matte Tutorial, 439, 10386, 54, 0, Howto & Style, 10386, true, False, 2013-10-10, 6
US 129 Tail of the Dragon  TN-NC, 480, 4605, 2, 7, Travel & Events, 4605, true, False, 2008-09-15, 4
melanie c reaction to a sporty t-shirt, 178, 12971, 24, 77, Entertainment, 12971, true, False, 2008-02-25, 4
Loop Boss ME-25 by B.G, 201, 15692, 29, 82, Music, 15692, true, False, 2010-09-25, 3
Princeton Junction - Amtrak & New Jersey Transit, 295, 1771, 4, 9, Autos & Vehicles, 1771, true, False, 2013-10-30, 5
R.I.P Terrance Moore aka PushaTee88, 336, 4044, 41, 149, Gaming, 4044, true, False, 2014-10-17, 6
Show-jumper Tim Gredley @ Olympia, 440, 2635, 0, 3, Sports, 2635, true, False, 2008-12-22, 3
NA, NA, NA, 0, 0, NA, NA, NA, NA, NA, None
Huesca 1-1 Celta, 263, 1355, 0, 0, Sports, 1355, true, False, 2010-01-25, 4
Snetterton Track Day, 385, 1245, 1, 4, Sports, 1245, true, False, 2009-05-01, 3
Beemats Infomercial 3.mov, 265, 1224, 0, 3, Science & Technology, 1224, true, False, 2010-01-27, 4
scooter eu45 towing-optræk-Denmark 2005, 446, 3342, 0, 6, Sports, 3342, true, False, 2009-04-13, 4
Análisis Videojuego: Need for Speed Rivals, 244, 67135, 70, 780, Gaming, 67135, true, False, 2013-12-04, 6
Randy "King Kong" Korte VS Mike Schulte at Belle Clair Speedway, 145, 4284, 0, 5, Autos & Vehicles, 4284, true, False, 2011-04-09, 4
Tarzan NK Show 2010, 356, 1698, 0, 0, Sports, 1698, true, False, 2010-02-12, 3
How to set up Flytron infrared RC shutter with Futaba T14SG, 287, 1869, 11, 7, Science & Technology, 1869, true, False, 2014-01-17, 5
How to Play Drums - Animal Double Bass Fill - Vanz Drumming, 277, 19678, 57, 151, Howto & Style, 19678, true, False, 2011-09-03, 5
★ AVIONES DE COMBATE F18 HORNET M+ DE LA FUERZA AEREA ★, 367, 266171, 241, 880, Autos & Vehicles, 266171, true, False, 2013-02-17, 5
NO ES COMO EMPIEZA ES COMO ACABA | GTA V Online - CARRERAS YOUTUBERILES #293 - Rubenillo17, 500, 8001, 8, 556, Gaming, 8001, true, False, 2015-03-28, 6
Color Mod HD para GTA San Andreas y Samp 2015, 235, 3657, 24, 34, Gaming, 3657, true, False, 2014-12-09, 5
Motocross, 130, 3377, 7, 6, Sports, 3377, true, False, 2007-03-25, 3
The "Dr. Pepper Cake" Experiment #Instagramcooking, 344, 6948, 6, 40, Howto & Style, 6948, true, False, 2011-06-09, 6
Felicitacion de Navidad., 126, 2627, 9, 10, People & Blogs, 2627, true, False, 2011-12-09, 4
Wells Gray Country: Plane Tour and Waterfall Exploring!, 176, 2206, 0, 12, Travel & Events, 2206, true, False, 2010-10-20, 6
FIFA 12 - Best Time to Trade, 367, 9476, 62, 208, Gaming, 9476, true, False, 2012-03-27, 5
GLITCH | GTA5 : Rentrer n'importe quel véhicule dans son garage secondaire en solo !, 138, 10976, 58, 222, Gaming, 10976, true, False, 2014-01-15, 5
Hanse 445, 137, 6782, 0, 6, Sports, 6782, true, False, 2014-01-28, 6
Ultimate Volley Tutorial | SoccerMachineTV, 138, 20924, 7, 153, Sports, 20924, true, False, 2013-07-21, 6
Megaparc.Gütersloh  dj said und nass-r  Juli  201o. Nr.2, 265, 3821, 2, 9, Music, 3821, true, False, 2010-07-31, 4
גולי מצחיקולי ליצן בצפון, 168, 4827, 1, 8, People & Blogs, 4827, true, False, 2010-01-31, 6
NA, NA, NA, 0, 0, NA, NA, NA, NA, NA, None
Mehandi Function Dance, 219, 14669, 0, 3, Entertainment, 14669, true, False, 2009-07-21, 3
Examples: Using the Properties of Equilateral Triangles to Determine Values, 200, 7735, 1, 23, Education, 7735, true, False, 2011-04-23, 5
Tartarugas Fusca CLub, 290, 4142, 0, 3, Autos & Vehicles, 4142, true, False, 2009-01-19, 4
GTA 5 PS4 Launch Trailer Breakdown / Analysis! - Neon Green Stallion  New Animals & More! [GTA V], 366, 33787, 298, 1065, Gaming, 33787, true, False, 2014-11-10, 6
Alcatel OneTouch Hero 8  prise en main - par Test-Mobile.fr, 385, 2819, 11, 27, Science & Technology, 2819, true, False, 2014-09-11, 5
UAG Aero Case iPhone 6 Plus Review, 257, 3426, 6, 18, Science & Technology, 3426, true, False, 2015-01-14, 6
Dreamfield to Realfield - A Sacred Geometry Organic Home, 226, 11632, 6, 101, Education, 11632, true, False, 2010-08-13, 4
Madeleine/Maddie Gardella and Tomoha Terada...Sugarplum PDD rehearsal nov 26  2013, 292, 2018, 1, 0, Education, 2018, true, False, 2013-12-16, 3
Green Wheels: Battery Beach Burnout, 180, 2217, 0, 6, Autos & Vehicles, 2217, true, False, 2007-10-10, 3
GTA5 | Awesome Jet Game Play | EC, 199, 7762, 24, 71, Entertainment, 7762, true, False, 2013-09-19, 5
Quicksilver MX two axis at FL65, 420, 21040, 10, 41, Autos & Vehicles, 21040, true, False, 2009-12-16, 3
CBR600RR   APRESENTAÇAO DA MOTO!!, 252, 6759, 18, 68, Autos & Vehicles, 6759, true, False, 2012-06-22, 5
Circuit-Bent The Wiggles Wiggling Dancing Guitar, 366, 40188, 6, 42, People & Blogs, 40188, true, False, 2013-01-05, 6
Orchestra Filadelfia Călan - Mărețul har, 297, 3351, 0, 17, Music, 3351, true, False, 2009-01-18, 4
Animal Discoveries: S1 E3  MEGALODON: The Biggest Shark That Ever Lived, 165, 16389, 0, 33, People & Blogs, 16389, true, False, 2014-08-29, 6
PIZZA DULCE |  COMO HACER PIZZA | RECETA MUSAS | LOS POLINESIOS, 249, 533154, 1108, 16712, Howto & Style, 533154, true, False, 2014-11-22, 6
Friedman Amps NAMM 2015, 215, 4771, 8, 15, Comedy, 4771, true, False, 2015-01-23, 5
Une semaine en Renault Espace V 🇫🇷 : le débrief nocturne (8/8), 424, 74070, 62, 443, Autos & Vehicles, 74070, true, False, 2015-06-22, 5
Micro Stick by Radical RC Brushless!, 221, 7303, 2, 7, Entertainment, 7303, true, False, 2007-11-30, 4
Eddie Couture at Circuit NIghtclub Chicago, 436, 2010, 0, 6, Entertainment, 2010, true, False, 2010-04-02, 4
For the Swarm - LV90ETC - Blizzcon 2011, 165, 2802, 24, 19, Gaming, 2802, true, False, 2011-10-22, 6
Total Skillls Volume 42, 277, 24991, 0, 0, Sports, 24991, true, False, 2011-05-12, 5
SAMYANG - fisheye 8mm & 24mm, 222, 3594, 2, 18, Education, 3594, true, False, 2013-11-11, 6
Paric Gorice Brcko 2012, 209, 10109, 0, 17, Autos & Vehicles, 10109, true, False, 2013-11-29, 5
Hubschrauber der DRF Luftrettung im Nachtflug - Blick des Piloten durch Nachtsichtbrille, 123, 10867, 3, 38, Nonprofits & Activism, 10867, true, False, 2012-03-14, 4
Nelson Longboards Spindrift Review, 328, 7583, 16, 20, Sports, 7583, true, False, 2010-11-06, 4
Nirvana - Drain You (Guitar Cover) [HD] with tabs, 229, 3177, 0, 42, Music, 3177, true, False, 2011-08-15, 5
"El color invisible presenta su Álbum en El Ascensor", 347, 2666, 0, 16, Music, 2666, true, False, 2011-09-09, 4
Better KDR with AFKBOT Combat Arms, 163, 2245, 13, 4, Gaming, 2245, true, False, 2010-08-25, 3
ローカルCM　岐阜放送　がんばれ高校球児, 150, 8027, 0, 8, Entertainment, 8027, true, False, 2009-12-06, 4
KERNER Sternradgrubber KAL 420 Üh & KERNER Sternradgrubber K 300 Üh mit zwei Deutz Fahr im Einsatz, 171, 5327, 34, 110, Autos & Vehicles, 5327, true, False, 2015-08-22, 6
Kratos and Lloyd Go to a Father/Son Group Therapy (Austin Powers Parody), 201, 3556, 5, 55, Entertainment, 3556, true, False, 2010-10-01, 3
Kelly McGuire Band 09 session in San Pedro  Ambergris Caye  Belize, 369, 1261, 0, 4, Music, 1261, true, False, 2009-02-05, 4
Обзор журнала хот вилс 3 номер, 171, 8426, 0, 12, People & Blogs, 8426, true, False, 2012-10-16, 5
Infinite Music 2012 Promotional Video, 288, 1148, 1, 6, Music, 1148, true, False, 2012-01-13, 5
[WINNER] Rise - AMV Torucon 2014, 194, 1646, 14, 34, Entertainment, 1646, true, False, 2014-07-13, 5
Yamaha Vmax UFO Quadzilla Sound, 201, 25681, 16, 128, Travel & Events, 25681, true, False, 2013-06-03, 5
"Galway/Cliffs of Moher  Ireland" Rakovict's photos around Galway  Ireland (cliffs of moher walk), 158, 1488, 0, 1, Travel & Events, 1488, true, False, 2010-12-03, 3
review on 2010 nissan versa 1.8l, 305, 5449, 2, 12, Autos & Vehicles, 5449, true, False, 2012-04-01, 4
AVA Dual Uzi in PYRAMID, 273, 8589, 9, 25, Gaming, 8589, true, False, 2012-08-15, 5
How Much Is That Doggy In The Window, 214, 35105, 35, 64, Pets & Animals, 35105, true, False, 2007-08-24, 4
PC Update/Cable Management, 311, 7470, 9, 27, Science & Technology, 7470, true, False, 2009-07-27, 5
trx450r vs trx 450r/471 stroker, 153, 7151, 3, 2, Sports, 7151, true, False, 2011-03-11, 4
Minecraft 1.8.2: How To Get Jungle Biomes In 360! (Tips And Tricks), 448, 18152, 48, 112, Gaming, 18152, true, False, 2012-10-21, 5
Briggs and Stratton 5HP Leaf Blower Repair (Part 3) Final, 278, 3870, 11, 30, Autos & Vehicles, 3870, true, False, 2013-09-11, 5
Ebay Brushes Review, 463, 1197, 0, 0, Howto & Style, 1197, true, False, 2009-02-24, 3
Tenshinhan (Kaio) VS Vegeta (Saiyan Saga), 221, 12899, 18, 100, Comedy, 12899, true, False, 2013-11-07, 4
Madden 10 - Vertigho (Patriots) vs. LiVeJiVe (Eagles), 369, 8755, 35, 24, Gaming, 8755, true, False, 2009-08-22, 4
AC/DC - Hells Bells, 314, 3189, 1, 5, Music, 3189, true, False, 2009-03-19, 3
極速快感-新全民公敵  用F-150打敗黑名單#1, 304, 4445, 6, 22, Gaming, 4445, true, False, 2013-11-07, 6
USA Women's National Hockey Team 2010 pre-Olympic Tour w Natalie Darwitz, 301, 18820, 56, 17, Sports, 18820, true, False, 2008-12-09, 4
The Roll, 388, 163772, 52, 226, Comedy, 163772, true, False, 2006-12-08, 3
Shuffle Tutorial. 13 lesson. Shift  Slide., 384, 244701, 78, 989, People & Blogs, 244701, true, False, 2010-01-17, 4
One Year Video - Doctor Who: Thanks For The Memories, 211, 9766, 19, 79, Entertainment, 9766, true, False, 2008-08-27, 4
GUITAR: Toadies - Possum Kingdom, 331, 26510, 41, 315, Music, 26510, true, False, 2012-07-21, 4
Les nouvelles cloches de Notre-Dame de Paris, 259, 6664, 3, 46, Travel & Events, 6664, true, False, 2013-03-23, 3
Ahmed Hussien presented by Sahar Sami, 145, 3711, 0, 16, Entertainment, 3711, true, False, 2012-09-01, 4
Folk Mexican Dancers, 173, 4625, 0, 2, Music, 4625, true, False, 2007-11-27, 4
NA, NA, NA, 0, 0, NA, NA, NA, NA, NA, None
Игра професионалов Онлайн игри "Танки Онлайн", 121, 4212, 0, 3, Gaming, 4212, true, False, 2012-01-08, 5
new edit, 165, 31559, 38, 67, Film & Animation, 31559, true, False, 2010-05-02, 4
Presentación de Hyundai en México., 129, 11119, 13, 145, Science & Technology, 11119, true, False, 2014-04-28, 6
# 39 Manicure: come curo le mie unghie, 283, 5229, 3, 17, Howto & Style, 5229, true, False, 2011-11-12, 4
Heneral Uno and Heneral Dos SHDC OFFICIAL AVP, 224, 5534, 0, 22, People & Blogs, 5534, true, False, 2014-08-23, 4
Рулетики из Баклажанов с Сыром (творогом) 🍆 Грузинская Кухня ✧ Ирина Кукинг, 273, 90957, 22, 848, Howto & Style, 90957, true, False, 2014-12-26, 6
We Know Better ~ Karaoke (Outtake) Sing As Anna, 208, 5409, 0, 37, Entertainment, 5409, true, False, 2014-03-17, 4
Power Play   Suknie Kolorowe, 226, 521747, 27, 1206, People & Blogs, 521747, true, False, 2013-02-24, 4
The Most Epic Skate Montage*, 438, 4765, 4, 38, Comedy, 4765, true, False, 2014-01-02, 5
Harry Potter 7 Soundtrack 18 Hermione's Parents, 351, 6091, 3, 12, Music, 6091, true, False, 2010-11-15, 3
loquendo gta san andreas (el funeral del perro de cj) (mision 1), 436, 8921, 6, 87, Gaming, 8921, false, False, 2014-08-08, None
Apps Gone Free Review, 237, 2060, 2, 3, Science & Technology, 2060, true, False, 2012-03-22, 5
Emma Marrone@Genova_L'amore che ho., 233, 3282, 1, 28, Music, 3282, true, False, 2012-12-06, 5
Duke Farms Baby Upside Down and Bonked, 149, 6843, 4, 19, Pets & Animals, 6843, true, False, 2014-04-13, 3
All the lovers - Kylie Minogue live, 402, 1136, 1, 10, Music, 1136, true, False, 2011-03-08, 3
Galantis - Runaway (U & I) - Minecraft Note Block Song, 190, 78861, 255, 2320, Gaming, 78861, true, False, 2015-07-28, 5
Five Nights At Freddy's 4 - ЧТО-ТО БОЛЬШОЕ ГРЯДЕТ! - 5 ночей у Фредди, 145, 360118, 1082, 9111, Gaming, 360118, true, False, 2015-06-20, 6
Phillip Buchanon Don't Call It A Comeback, 213, 6364, 5, 44, Sports, 6364, true, False, 2011-06-16, 4
Leftovers 2014, 230, 1658, 0, 48, Sports, 1658, true, False, 2014-12-31, 5
Abortion  Environmental Regulation Priorities for Obama in Budget, 182, 1305, 4, 3, News & Politics, 1305, true, False, 2011-04-06, 4
Forza 4 - '69 Fairlady Z Vs Muscle Cars, 192, 1212, 1, 2, Gaming, 1212, true, False, 2011-10-17, 5
Paper Slide Video.MP4, 146, 4775, 4, 7, Education, 4775, true, False, 2011-03-29, 5
Multidão canta Dragon Ball GT ao Vivo em Montes Claros, 121, 968442, 3071, 42191, Music, 968442, true, False, 2013-07-09, 5
Monk with Nina Conti, 351, 10239, 2, 54, Music, 10239, true, False, 2010-02-17, 3
YAMAHA R6 VS YAMAHA R1 FAST ROAD RIDING, 155, 13162, 13, 57, Autos & Vehicles, 13162, true, False, 2013-04-17, 4
GoPro Studio 2.0 Title Fade IN / OUT - GoPro Tip #228 | MicBergsma, 121, 13604, 12, 75, Howto & Style, 13604, true, False, 2013-09-27, 6
Complaining about the Sony Alpha A57, 162, 4617, 14, 8, Science & Technology, 4617, true, False, 2012-09-02, 6
Trenuri de Calatori - Chitila, 326, 5381, 29, 59, Autos & Vehicles, 5381, true, False, 2012-02-01, 5
Fish eating Grasshopper, 350, 4714, 5, 17, Pets & Animals, 4714, true, False, 2009-07-15, 4
Argos - Guitar Idol 2009, 203, 120451, 154, 808, Entertainment, 120451, true, False, 2008-12-02, 3
Kai Greene - 2010 Mr. Olympia, 120, 54204, 52, 195, Sports, 54204, true, False, 2013-04-01, 6
The International Gem & Jewelry Show  INC, 455, 360688, 85, 1403, Howto & Style, 360688, true, False, 2013-10-13, 4
genie's pick LIVE with 옐로우 몬스터즈 "RED FLAG", 421, 7859, 3, 57, Music, 7859, true, False, 2014-05-21, 6
Su Amor Me Hace Vivir - Musicap, 271, 3150, 1, 9, Music, 3150, true, False, 2009-05-04, 4
Rufio - Why Wait (Belo Horizonte-MG 29.06.07) lbvidz.com.br, 201, 4443, 1, 31, Music, 4443, true, False, 2007-07-20, 4
Urban Dance - Sean Paul, 300, 7700, 6, 17, Music, 7700, true, False, 2008-06-07, 4
NIEOBLICZALNI - Kukuryny (Oficjalny Teledysk), 228, 119678, 60, 825, People & Blogs, 119678, true, False, 2015-01-08, 6
御岳　『鵜の瀬大トラバース　二段』, 128, 1269, 0, 1, Sports, 1269, true, False, 2011-04-26, 4
Nueva Serie! - Estrategias Y Respawns En Mapas De Black Ops 2, 432, 5446, 38, 511, Gaming, 5446, true, False, 2013-02-14, 6
The Plays - Bird Squad, 241, 181147, 77, 711, Gaming, 181147, true, False, 2015-07-02, 6
FE: Path of Radiance Part 77 (The Feral Frontier), 292, 6515, 22, 0, Entertainment, 6515, true, False, 2008-05-08, 4
【妖怪ウォッチ2実況#328】えんえんトンネル13番非常口に出現するウ魔の入手方法&好物を解説！妖怪ウォッチ2（元祖・本家）を実況プレイ！, 363, 40527, 25, 34, Gaming, 40527, true, False, 2014-09-01, 4
Rafael Calderón en el Concurso Silla de Oro 2012, 421, 1660, 0, 5, Music, 1660, true, False, 2012-12-16, 5
Grey Fjord Horse Stallion Shows Off, 125, 27700, 8, 76, Pets & Animals, 27700, true, False, 2007-02-24, 3
John Pittard Teachers TCAP Harlem Shake, 279, 2473, 0, 19, People & Blogs, 2473, true, False, 2013-04-24, 4
powerline trimmin's, 126, 1205, 0, 1, News & Politics, 1205, true, False, 2007-02-03, 3
NA, NA, NA, 0, 0, NA, NA, NA, NA, NA, None
チューリップ・サボテンの花　ピアノ弾き語り, 226, 2923, 0, 8, Music, 2923, true, False, 2011-01-14, 4
AC/DC Chicago 2008 Thunderstruck Intro, 135, 7180, 1, 6, Music, 7180, true, False, 2008-11-03, 3
Gears of War & MGS4 AMV, 225, 2396, 5, 7, Entertainment, 2396, true, False, 2006-10-28, 3
Uranium | A Tekkit Parody of David Guetta's Titanium, 237, 1855, 35, 26, Gaming, 1855, true, False, 2013-02-23, 5
Morenada 25 Años Rosas de Viacha 1999  En Oruro Bailare - BANDA ESPECTACULAR PAGADOR DE ORURO, 477, 27147, 6, 92, Music, 27147, true, False, 2013-10-18, 4
7e Pinaco Futsal: Finale zvv Groenoord - Playmakers, 449, 1327, 1, 1, Sports, 1327, true, False, 2007-07-06, 3
Harry Potter and Hermione - Apologize, 229, 1929, 0, 6, Film & Animation, 1929, true, False, 2009-07-03, 3
tarifa kite waves, 235, 95182, 9, 92, Sports, 95182, true, False, 2010-08-20, 6
Chris Porter: Ugly and Angry - Stop Marketing to Stupid People, 124, 270408, 47, 1237, Comedy, 270408, true, False, 2015-02-26, 6
Слежение за солнцем . Solar Tracker. Heliostat ., 361, 29301, 212, 643, Science & Technology, 29301, true, False, 2015-01-28, 4
Guitar Hero 2 - Custom - Mystic Re-Quest II, 270, 3171, 12, 15, Entertainment, 3171, true, False, 2007-10-12, 4
Rob Zombie Mars Needs Women Live Gruesome Twosome Tour, 323, 2403, 3, 4, Music, 2403, true, False, 2010-04-29, 4
[80/81] Crystal Palace v Manchester City  Nov 29th 1980, 233, 10129, 3, 23, Sports, 10129, true, False, 2009-11-14, 4
Greensleeves Piano Arrange, 166, 3075, 4, 11, Music, 3075, true, False, 2010-01-04, 4
KLPX TV -  Code Lyoko Evolution oficjalny trailer - napisy pl 2.0, 145, 5695, 12, 14, Film & Animation, 5695, true, False, 2012-12-24, 4
Lumia 920 - S3 - iPhone 5 : Thử cảm ứng găng tay  bút và chìa khóa CellphoneS, 453, 58646, 83, 246, Science & Technology, 58646, true, False, 2012-12-08, 6
Sinkope - Cuando no te pones falda - Ajo Rock 2013, 280, 5257, 1, 24, Music, 5257, true, False, 2013-07-21, 4
HTC Rhyme Review, 280, 8049, 0, 60, Science & Technology, 8049, true, False, 2011-10-28, 5
Otra Vez- Ayer Pedi que te Murieras Raul Ornelas Concierto Queretaro 2011, 417, 215560, 118, 0, Music, 215560, true, False, 2011-09-22, 5
Dirty Dancer Choreographed By Jo Kinser (UK) Daniel Trepat (NL) Neils Poulsen (DK) Oct'11.wmv, 198, 2242, 0, 3, Entertainment, 2242, true, False, 2011-10-21, 4
Теплый прием. Интерьер гостиной. Мастер-класс, 199, 5005, 0, 3, Howto & Style, 5005, true, False, 2012-03-22, 6
Recent Throwaway, 194, 4051, 7, 14, Film & Animation, 4051, true, False, 2010-04-11, 4
Judas Priest - The Sentinel (Multicam mix) Moscow  Russia  18.04.2012, 408, 1413, 3, 27, Music, 1413, true, False, 2013-02-26, 5
European Games Award 2012 - Wiedźmin 2 wielkim zwycięzcą!, 240, 1861, 9, 38, Gaming, 1861, true, False, 2012-08-15, 5
Origami Owl Top Earner Secrets: Improve Your Origami Owl Profits, 157, 2164, 0, 0, Howto & Style, 2164, true, False, 2012-05-03, 5
MC Zoião   Meu Proceder  CLIPE OFICIAL ) TOM PRODUÇÕES 2013, 231, 22902, 3, 75, People & Blogs, 22902, true, False, 2013-07-27, 3
Whispers in the dark part 1 - Skyrim dark brotherhood quests, 367, 2694, 4, 6, Gaming, 2694, true, False, 2011-11-12, 5
Angry Birds Go! Gameplay HD - For iPhone/iPod Touch/iPad, 177, 1053, 0, 3, Gaming, 1053, true, False, 2013-11-28, 5
Android 2.2 Froyo On iPhone 3G 4.0, 194, 5673, 5, 3, Education, 5673, true, False, 2010-07-17, 6
Pasta fría de coditos con crema - Receta fácil de preparar, 135, 819221, 352, 11214, Howto & Style, 819221, true, False, 2015-08-06, 6
Prince of Persia - Insygnia Śmierci odc.1, 319, 1302, 0, 7, Comedy, 1302, true, False, 2009-01-29, None
Transformice/Макс Барских - Dance(Forgotten In Paradise), 201, 9672, 31, 90, Pets & Animals, 9672, true, False, 2015-03-30, 6
NA, NA, NA, 0, 0, NA, NA, NA, NA, NA, None
Final Fantasy XIV Online BETA Miqo'te emotes (CATGIRL) 1080p, 392, 4233, 17, 15, Gaming, 4233, true, False, 2010-07-31, 6
Hong Kong Football - South China v TSW Pegasus 22/4/12, 441, 5392, 3, 8, Sports, 5392, true, False, 2012-04-22, 6
Quezas  Quezas  Quezas - Clara - Tjroeng - El Pasco - Golden Boutique Hotel - Jakarta October 09, 168, 14047, 0, 10, Music, 14047, true, False, 2009-11-27, 4
Доктор Рубен объясняет Причины выпадения волос и Принципы пересадки волос клиника www volosy kz, 219, 22693, 12, 52, Howto & Style, 22693, true, False, 2010-11-26, 4
Mom dancing to 'Choo Choo Soul', 145, 9307, 0, 7, Comedy, 9307, true, False, 2012-01-05, 5
24-09-2014 RAFC-ZULTE WAREGEM persconferentie, 444, 1216, 0, 2, Sports, 1216, true, False, 2014-09-26, 6
Oldham singing at Doncaster (2), 199, 3319, 6, 3, Sports, 3319, true, False, 2008-03-24, 3
Opposition Buzz  - Nicola Wilson - Olympics British Eventing London 2012 - Greenwich Park, 358, 7969, 3, 29, Film & Animation, 7969, true, False, 2012-07-29, 6
Crash Mind Over Mutant 100% Walkthrough Mission 7 [Part 2/2] (Bonkers Mode), 408, 107042, 20, 277, Gaming, 107042, true, False, 2009-10-22, 4
dimelo Enrique Iglesias  & Dalmata, 169, 7654, 0, 2, Music, 7654, true, False, 2010-11-18, 4
Elite Laayla, 208, 1062, 0, 0, People & Blogs, 1062, true, False, 2014-09-02, 5
I Wanna Dance With Somebody - Katy Perry (live in Cologne + with Fans onstage!) HD, 324, 46864, 22, 271, Entertainment, 46864, true, False, 2011-03-14, 5
Montevecchia Brianza Italy Fantastic Drone air footage, 190, 16345, 6, 102, Travel & Events, 16345, true, False, 2014-11-03, 6
Concierto para Corno N° 2 - Mozart - 1° Mov., 423, 1527, 0, 8, Music, 1527, true, False, 2012-06-14, 4
Blink 182 - I Miss You [2010.08.16 - AECC  Aberdeen  Scotland], 304, 6617, 12, 46, Music, 6617, true, False, 2010-08-16, 4
PULSION, 205, 2415, 0, 12, Entertainment, 2415, true, False, 2014-01-01, 4
LBW VS STG IN MODERN WARFARE 2, 389, 2004, 7, 5, People & Blogs, 2004, true, False, 2009-11-16, 4
Тест светодиодной лампы, 179, 11506, 0, 10, Autos & Vehicles, 11506, true, False, 2013-07-22, 4
Minecraft PE: How to find diamonds fast on any map in 5 min!!, 240, 108857, 141, 632, Gaming, 108857, true, False, 2013-05-26, 5
The Chipettes- Tik Tok, 211, 6791, 3, 14, Music, 6791, true, False, 2010-02-04, 3
